ROAD_CLASS,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,DIVISION
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Angle,Driver,20 to 24,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Angle,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,South,"Automobile, Station Wagon",Pulling Onto Shoulder or towardCurb,Lost control,Medical or Physical Disability,D12
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D12
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,North,Other,Going Ahead,Driving Properly,Normal,D12
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,South,Other,Going Ahead,Driving Properly,Normal,D42
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,North,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb,Driving Properly,Normal,D55
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dawn,Dry,Non-Fatal Injury,SMV Other,Driver,60 to 64,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dawn,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,70 to 74,Fatal,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D22
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Truck Driver,50 to 54,Minor,East,Truck - Open,Going Ahead,Driving Properly,Normal,D22
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minimal,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,D55
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,Unknown,Other,Going Ahead,Driving Properly,Normal,D52
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D52
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,60 to 64,Major,East,Truck - Open,Turning Right,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,West,Bicycle,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,North,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,50 to 54,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,40 to 44,Minor,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Passenger,55 to 59,Major,East,Other,Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Passenger,10 to 14,Minimal,East,Other,Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,35 to 39,Minor,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,20 to 24,Major,North,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,Minimal,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,unknown,Minor,East,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D31
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Other,25 to 29,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,West,Other,Other,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Major,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D11
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,South,Bicycle,Overtaking,Driving Properly,Normal,D51
Collector,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Major,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,D33
Collector,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,South,Other,Other,Driving Properly,Normal,D33
Minor Arterial,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Minor Arterial,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Minor Arterial,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,75 to 79,Major,North,"Automobile, Station Wagon",Going Ahead,Following too Close,Medical or Physical Disability,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,70 to 74,Minor,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D53
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,D53
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D53
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minor,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D53
Collector,Etobicoke York,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Collector,Etobicoke York,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,East,Other,Other,Driving Properly,Normal,D23
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,D42
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,70 to 74,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,Other,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Passenger,30 to 34,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,85 to 89,Minor,North,"Automobile, Station Wagon",Unknown,Lost control,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Truck Driver,45 to 49,Major,North,Truck - Open,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D52
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,Major,East,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb,Failed to Yield Right of Way,Normal,D52
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,East,Bicycle,Going Ahead,Driving Properly,Normal,D52
Major Arterial,Scarborough,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,Major,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Inattentive,D43
Major Arterial,Scarborough,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,North,Bicycle,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,South,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Motorcycle Driver,20 to 24,Major,West,Motorcycle,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,65 to 69,Major,West,"Automobile, Station Wagon",Parked,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,15 to 19,Major,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Inattentive,D55
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,50 to 54,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,45 to 49,Minor,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Local,Etobicoke York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,Unknown,"Automobile, Station Wagon",Unknown,Other,Unknown,D22
Local,Etobicoke York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,Unknown,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D33
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D33
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minimal,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",D11
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,East,Motorcycle,Going Ahead,Exceeding Speed Limit,Had Been Drinking,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Major,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Unknown,D12
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,North,Other,Going Ahead,Driving Properly,Normal,D12
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,70 to 74,Major,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Other,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,40 to 44,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,70 to 74,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Other,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,60 to 64,Minor,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,50 to 54,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,75 to 79,Major,West,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,D12
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,North,Other,Going Ahead,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Motorcycle Driver,25 to 29,Minor,East,Motorcycle,Going Ahead,Improper Passing,Unknown,D13
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Other,unknown,Major,East,Other,Parked,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,North,Other,Going Ahead,Driving Properly,Normal,D13
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,70 to 74,Major,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D13
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,85 to 89,Major,South,Bicycle,Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,85 to 89,Major,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Major,East,"Automobile, Station Wagon",Turning Right,Other,Inattentive,D32
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,40 to 44,Minimal,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Minor,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Minor,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,25 to 29,Minimal,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Minimal,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,D22
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,"Fog, Mist, Smoke, Dust",Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Inattentive,D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,"Fog, Mist, Smoke, Dust",Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,D14
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Motorcycle Driver,15 to 19,Major,West,Motorcycle,Going Ahead,Driving Properly,Normal,D23
